start,duration,depth,peak,end,td.max.hf,td.min.hf,td.mean.hf
1959-01-26 19:00:00,20,0.27,0.09,1959-01-27 15:00:00,3.245,-2.654,0.18752380952381
1959-02-03 22:00:00,11,0.54,0.17,1959-02-04 09:00:00,1.444,-3.655,-0.822083333333333
1959-02-04 17:00:00,9,0.14,0.02,1959-02-05 02:00:00,2.346,-3.556,-0.2454
1959-02-09 15:00:00,16,0.25,0.06,1959-02-10 07:00:00,3.143,-2.854,0.691882352941177
1959-02-10 15:00:00,3,0.1,0.05,1959-02-10 18:00:00,3.143,0.945,2.29425
1959-02-13 06:00:00,6,0.17,0.05,1959-02-13 12:00:00,2.644,-2.654,-0.112857142857143
1959-02-14 15:00:00,12,0.3,0.06,1959-02-15 03:00:00,1.745,-2.356,-0.286307692307692
1959-03-06 00:00:00,14,1.31,0.25,1959-03-06 14:00:00,NA,NA,NA
1959-03-11 22:00:00,16,0.75,0.11,1959-03-12 14:00:00,3.543,-2.756,0.844882352941177
1959-03-21 17:00:00,4,0.23,0.14,1959-03-21 21:00:00,1.644,-2.756,-0.775
1959-03-26 23:00:00,14,0.38,0.11,1959-03-27 13:00:00,3.645,-3.054,0.417933333333333
1959-03-27 19:00:00,3,0.11,0.05,1959-03-27 22:00:00,-0.056,-2.854,-1.52975
1959-03-30 05:00:00,15,0.61,0.1,1959-03-30 20:00:00,3.645,-2.854,0.682125
1959-04-02 10:00:00,12,0.72,0.2,1959-04-02 22:00:00,NA,NA,NA
1959-04-03 23:00:00,7,0.19,0.1,1959-04-04 06:00:00,NA,NA,NA
1959-04-11 05:00:00,15,0.28,0.04,1959-04-11 20:00:00,NA,NA,NA
1959-04-12 15:00:00,9,0.35,0.07,1959-04-13 00:00:00,NA,NA,NA
1959-04-19 20:00:00,11,0.2,0.11,1959-04-20 07:00:00,NA,NA,NA
1959-04-20 21:00:00,9,0.1,0.04,1959-04-21 06:00:00,NA,NA,NA
1959-04-28 18:00:00,9,0.31,0.21,1959-04-29 03:00:00,NA,NA,NA
1959-05-13 06:00:00,15,0.56,0.33,1959-05-13 21:00:00,NA,NA,NA
1959-06-02 11:00:00,12,2.94,0.74,1959-06-02 23:00:00,NA,NA,NA
1959-06-05 18:00:00,3,0.32,0.17,1959-06-05 21:00:00,NA,NA,NA
1959-06-12 22:00:00,3,0.82,0.69,1959-06-13 01:00:00,NA,NA,NA
1959-06-13 15:00:00,2,0.35,0.31,1959-06-13 17:00:00,NA,NA,NA
1959-06-17 13:00:00,1,0.11,0.11,1959-06-17 14:00:00,NA,NA,NA
1959-06-30 20:00:00,5,0.55,0.4,1959-07-01 01:00:00,NA,NA,NA
1959-07-12 19:00:00,4,0.15,0.1,1959-07-12 23:00:00,NA,NA,NA
1959-07-14 05:00:00,9,1.93,0.93,1959-07-14 14:00:00,2.546,-2.956,0.3449
1959-07-14 20:00:00,24,1.3,0.37,1959-07-15 20:00:00,2.746,-3.054,0.12068
1959-07-19 18:00:00,4,0.55,0.37,1959-07-19 22:00:00,-0.056,-3.356,-1.9758
1959-07-20 04:00:00,3,0.52,0.27,1959-07-20 07:00:00,1.243,-1.657,-0.1815
1959-07-20 14:00:00,7,0.64,0.51,1959-07-20 21:00:00,2.844,-3.156,-0.280125
1959-07-30 16:00:00,2,0.42,0.27,1959-07-30 18:00:00,-0.755,-3.255,-2.122
1959-07-31 12:00:00,6,1.88,1.47,1959-07-31 18:00:00,1.043,-2.756,-1.04171428571429
1959-08-04 23:00:00,8,0.25,0.14,1959-08-05 07:00:00,4.144,-0.554,2.08922222222222
1959-08-08 13:00:00,12,1.36,0.77,1959-08-09 01:00:00,3.645,-1.857,1.07538461538462
1959-08-10 01:00:00,2,0.22,0.2,1959-08-10 03:00:00,1.644,-1.457,0.144333333333333
1959-08-18 08:00:00,4,0.12,0.1,1959-08-18 12:00:00,1.644,-3.455,-1.1556
1959-08-29 17:00:00,7,0.56,0.24,1959-08-30 00:00:00,3.143,-2.654,1.207125
1959-08-30 13:00:00,1,0.23,0.23,1959-08-30 14:00:00,0.945,0.246,0.5955
1959-08-31 09:00:00,13,0.76,0.17,1959-08-31 22:00:00,2.746,-2.454,0.573428571428571
1959-09-01 05:00:00,1,0.1,0.1,1959-09-01 06:00:00,-0.856,-1.657,-1.2565
1959-09-02 04:00:00,7,0.99,0.42,1959-09-02 11:00:00,2.146,-2.454,-0.34225
1959-09-03 03:00:00,2,0.15,0.12,1959-09-03 05:00:00,2.444,0.545,1.47766666666667
1959-10-01 06:00:00,4,0.54,0.2,1959-10-01 10:00:00,2.146,-1.857,-0.296
1959-10-08 17:00:00,2,0.5,0.37,1959-10-08 19:00:00,NA,NA,NA
1959-10-09 01:00:00,5,0.5,0.27,1959-10-09 06:00:00,NA,NA,NA
1959-10-13 22:00:00,31,0.86,0.1,1959-10-15 05:00:00,NA,NA,NA
1959-10-22 15:00:00,5,0.11,0.05,1959-10-22 20:00:00,NA,NA,NA
1959-10-24 05:00:00,3,0.56,0.3,1959-10-24 08:00:00,NA,NA,NA
1959-10-27 00:00:00,7,0.13,0.05,1959-10-27 07:00:00,NA,NA,NA
1959-10-31 10:00:00,8,0.17,0.1,1959-10-31 18:00:00,3.645,-1.257,1.47777777777778
1959-11-06 16:00:00,22,1.43,0.25,1959-11-07 14:00:00,3.045,-3.757,-0.647086956521739
1959-11-14 16:00:00,8,0.41,0.31,1959-11-15 00:00:00,2.346,-2.156,-0.0667777777777778
1959-11-17 07:00:00,6,0.24,0.12,1959-11-17 13:00:00,2.546,-2.356,-0.312714285714286
1959-11-23 23:00:00,2,0.1,0.07,1959-11-24 01:00:00,-0.056,-1.857,-0.956
1959-11-24 07:00:00,25,0.93,0.18,1959-11-25 08:00:00,3.445,-2.556,0.509846153846154
1959-11-28 04:00:00,7,0.11,0.09,1959-11-28 11:00:00,3.445,-2.756,-0.11875
1959-12-06 19:00:00,26,1.15,0.24,1959-12-07 21:00:00,4.045,-2.156,1.1407037037037
1959-12-12 02:00:00,19,0.9,0.13,1959-12-12 21:00:00,3.343,-3.054,-0.0551
1959-12-18 09:00:00,6,0.15,0.04,1959-12-18 15:00:00,3.343,-3.156,-0.0698571428571429
1959-12-21 17:00:00,17,0.31,0.09,1959-12-22 10:00:00,3.143,-2.854,0.244944444444444
1959-12-28 13:00:00,14,0.88,0.23,1959-12-29 03:00:00,3.645,-2.454,1.09853333333333
1959-12-29 15:00:00,5,0.15,0.04,1959-12-29 20:00:00,3.743,-1.155,1.19466666666667
1960-01-02 20:00:00,14,0.86,0.32,1960-01-03 10:00:00,3.743,-2.654,0.7448
1960-01-12 19:00:00,17,0.8,0.14,1960-01-13 12:00:00,2.844,-2.556,0.200277777777778
1960-01-15 03:00:00,17,0.53,0.11,1960-01-15 20:00:00,4.045,-2.356,1.09461111111111
1960-01-18 09:00:00,13,0.38,0.1,1960-01-18 22:00:00,2.746,-4.055,-0.491357142857143
1960-01-27 20:00:00,9,0.51,0.11,1960-01-28 05:00:00,2.444,-3.255,0.1345
1960-02-05 21:00:00,8,0.53,0.11,1960-02-06 05:00:00,NA,NA,NA
1960-02-10 23:00:00,6,0.7,0.21,1960-02-11 05:00:00,NA,NA,NA
1960-02-13 17:00:00,20,0.28,0.05,1960-02-14 13:00:00,NA,NA,NA
1960-02-18 17:00:00,7,0.88,0.29,1960-02-19 00:00:00,NA,NA,NA
1960-02-25 12:00:00,16,0.99,0.35,1960-02-26 04:00:00,NA,NA,NA
1960-03-03 04:00:00,25,0.84,0.24,1960-03-04 05:00:00,NA,NA,NA
1960-03-10 04:00:00,5,0.1,0.03,1960-03-10 09:00:00,NA,NA,NA
1960-03-16 22:00:00,12,0.43,0.08,1960-03-17 10:00:00,NA,NA,NA
1960-03-20 09:00:00,7,0.15,0.05,1960-03-20 16:00:00,NA,NA,NA
1960-03-22 05:00:00,4,0.12,0.05,1960-03-22 09:00:00,NA,NA,NA
1960-03-30 02:00:00,8,0.11,0.07,1960-03-30 10:00:00,NA,NA,NA
1960-04-03 07:00:00,21,1.13,0.22,1960-04-04 04:00:00,3.645,-1.257,0.958272727272727
1960-04-04 21:00:00,24,1.13,0.13,1960-04-05 21:00:00,3.845,-1.555,1.02848
1960-04-09 02:00:00,4,0.1,0.03,1960-04-09 06:00:00,1.345,-2.254,-0.5348
1960-04-18 07:00:00,6,0.28,0.12,1960-04-18 13:00:00,3.743,-1.755,1.07271428571429
1960-04-26 19:00:00,3,0.21,0.1,1960-04-26 22:00:00,-0.955,-2.556,-1.58075
1960-05-01 04:00:00,9,0.35,0.15,1960-05-01 13:00:00,4.045,-1.755,1.2244
1960-05-08 22:00:00,9,0.34,0.08,1960-05-09 07:00:00,3.845,-2.454,1.145
1960-05-17 20:00:00,7,0.55,0.27,1960-05-18 03:00:00,3.143,-2.556,0.019125
1960-05-20 20:00:00,5,0.24,0.19,1960-05-21 01:00:00,3.343,1.243,2.36116666666667
1960-05-21 20:00:00,3,0.44,0.22,1960-05-21 23:00:00,3.343,0.144,1.919
1960-05-23 00:00:00,7,0.65,0.44,1960-05-23 07:00:00,4.144,-1.955,1.107375
1960-05-25 21:00:00,3,0.2,0.11,1960-05-26 00:00:00,2.746,-2.356,0.4445
1960-05-29 02:00:00,9,0.63,0.2,1960-05-29 11:00:00,3.845,-2.156,1.3043
1960-06-12 17:00:00,3,0.33,0.15,1960-06-12 20:00:00,NA,NA,NA
1960-06-15 00:00:00,3,0.24,0.23,1960-06-15 03:00:00,0.745,-2.956,-1.30575
1960-07-01 12:00:00,4,0.29,0.14,1960-07-01 16:00:00,NA,NA,NA
1960-07-10 20:00:00,12,0.3,0.07,1960-07-11 08:00:00,NA,NA,NA
1960-07-14 00:00:00,13,2.01,1.3,1960-07-14 13:00:00,NA,NA,NA
1960-07-27 05:00:00,15,0.61,0.17,1960-07-27 20:00:00,3.143,-2.756,0.556875
1960-07-30 00:00:00,13,2.22,0.86,1960-07-30 13:00:00,3.245,-2.556,0.3515
1960-08-05 20:00:00,1,0.47,0.47,1960-08-05 21:00:00,0.545,-1.355,-0.405
1960-08-08 00:00:00,3,0.31,0.28,1960-08-08 03:00:00,4.446,2.346,3.5195
1960-08-10 04:00:00,3,0.11,0.06,1960-08-10 07:00:00,4.045,0.745,2.44525
1960-08-13 07:00:00,8,0.58,0.35,1960-08-13 15:00:00,2.444,-3.054,-0.577444444444444
1960-08-15 17:00:00,2,0.75,0.64,1960-08-15 19:00:00,2.346,0.144,1.24433333333333
1960-08-19 08:00:00,3,0.41,0.26,1960-08-19 11:00:00,2.244,-0.755,0.944
1960-08-22 00:00:00,3,0.15,0.14,1960-08-22 03:00:00,3.543,2.346,2.9945
1960-08-31 19:00:00,4,0.2,0.1,1960-08-31 23:00:00,3.845,2.044,2.9646
1960-09-09 21:00:00,9,1.3,0.85,1960-09-10 06:00:00,2.644,-2.756,-0.0154
1960-09-11 07:00:00,3,0.58,0.28,1960-09-11 10:00:00,1.444,-1.257,0.1435
1960-09-11 16:00:00,24,5.45,0.73,1960-09-12 16:00:00,3.343,-2.654,0.74876
1960-09-18 06:00:00,5,0.11,0.05,1960-09-18 11:00:00,2.044,-2.356,-0.2954
1960-09-19 03:00:00,5,0.44,0.17,1960-09-19 08:00:00,NA,NA,NA
1960-09-29 07:00:00,20,0.76,0.3,1960-09-30 03:00:00,4.144,-2.356,1.2867619047619
1960-10-20 01:00:00,10,1.43,0.54,1960-10-20 11:00:00,NA,NA,NA
1960-10-28 14:00:00,16,1,0.29,1960-10-29 06:00:00,NA,NA,NA
1960-10-31 21:00:00,8,0.3,0.08,1960-11-01 05:00:00,NA,NA,NA
1960-11-03 01:00:00,2,0.1,0.07,1960-11-03 03:00:00,NA,NA,NA
1960-11-05 18:00:00,4,0.13,0.04,1960-11-05 22:00:00,0.046,-3.455,-1.735
1960-11-09 23:00:00,14,0.74,0.12,1960-11-10 13:00:00,NA,NA,NA
1960-11-29 13:00:00,8,0.7,0.29,1960-11-29 21:00:00,NA,NA,NA
1960-12-11 14:00:00,22,1.42,0.24,1960-12-12 12:00:00,NA,NA,NA
1960-12-21 04:00:00,9,0.8,0.21,1960-12-21 13:00:00,NA,NA,NA
1960-12-29 05:00:00,23,0.78,0.12,1960-12-30 04:00:00,2.444,-3.655,-0.831941176470588
1961-01-01 02:00:00,7,1.15,0.3,1961-01-01 09:00:00,1.043,-2.956,-1.35575
1961-01-15 01:00:00,24,0.52,0.08,1961-01-16 01:00:00,3.944,-3.255,0.67268
1961-01-19 09:00:00,23,1.1,0.1,1961-01-20 08:00:00,3.143,-3.655,0.0610416666666667
1961-01-26 16:00:00,7,0.24,0.05,1961-01-26 23:00:00,1.545,-4.055,-1.555625
1961-02-03 14:00:00,27,1.57,0.16,1961-02-04 17:00:00,NA,NA,NA
1961-02-18 13:00:00,8,0.21,0.08,1961-02-18 21:00:00,2.746,-1.257,0.955888888888889
1961-02-22 17:00:00,23,0.55,0.11,1961-02-23 16:00:00,2.946,-2.654,0.107458333333333
1961-02-25 08:00:00,12,0.38,0.12,1961-02-25 20:00:00,3.845,-1.155,1.61392307692308
1961-02-28 15:00:00,4,0.21,0.1,1961-02-28 19:00:00,1.644,-1.755,-0.1356
1961-03-01 17:00:00,3,0.21,0.11,1961-03-01 20:00:00,0.643,-2.054,-0.7555
1961-03-04 18:00:00,6,0.23,0.1,1961-03-05 00:00:00,0.643,-3.054,-1.28371428571429
1961-03-06 01:00:00,5,0.27,0.1,1961-03-06 06:00:00,3.645,1.043,2.4945
1961-03-08 09:00:00,16,1.13,0.16,1961-03-09 01:00:00,4.544,-1.955,1.42064705882353
1961-03-14 00:00:00,9,0.95,0.3,1961-03-14 09:00:00,3.143,-2.254,0.4849
1961-03-18 20:00:00,11,0.75,0.23,1961-03-19 07:00:00,3.543,-2.956,0.636
1961-03-22 19:00:00,19,0.62,0.15,1961-03-23 14:00:00,3.743,-1.857,1.01925
1961-03-28 20:00:00,4,0.22,0.09,1961-03-29 00:00:00,3.245,0.046,1.985
1961-03-31 18:00:00,8,0.69,0.14,1961-04-01 02:00:00,3.743,-2.454,0.766555555555556
1961-04-09 22:00:00,13,1.56,0.6,1961-04-10 11:00:00,4.744,-2.356,1.32328571428571
1961-04-12 19:00:00,27,2.11,0.31,1961-04-13 22:00:00,5.643,-2.854,1.57996428571429
1961-04-15 22:00:00,15,0.28,0.07,1961-04-16 13:00:00,4.544,-1.755,1.7261875
1961-04-22 22:00:00,3,0.12,0.1,1961-04-23 01:00:00,0.843,-1.755,-0.5305
1961-04-25 18:00:00,12,0.43,0.13,1961-04-26 06:00:00,3.143,-2.156,0.544461538461538
1961-04-28 18:00:00,2,0.23,0.2,1961-04-28 20:00:00,-0.256,-1.755,-1.05533333333333
1961-05-01 21:00:00,10,0.25,0.08,1961-05-02 07:00:00,4.245,-2.356,1.62645454545455
1961-05-06 16:00:00,15,0.51,0.21,1961-05-07 07:00:00,3.343,-2.556,0.8380625
1961-05-07 17:00:00,7,0.15,0.12,1961-05-08 00:00:00,2.644,-1.155,1.106875
1961-05-09 22:00:00,1,0.3,0.3,1961-05-09 23:00:00,3.845,3.045,3.445
1961-05-11 11:00:00,19,0.31,0.09,1961-05-12 06:00:00,3.343,-3.054,0.48475
1961-05-16 04:00:00,2,0.46,0.45,1961-05-16 06:00:00,3.143,1.043,2.11066666666667
1961-05-26 13:00:00,18,1.26,0.45,1961-05-27 07:00:00,2.444,-4.157,-0.671736842105263
1961-06-03 11:00:00,8,0.1,0.05,1961-06-03 19:00:00,2.444,-3.855,-0.299666666666667
1961-06-09 19:00:00,9,0.75,0.25,1961-06-10 04:00:00,3.343,-1.355,1.2046
1961-06-14 17:00:00,8,0.69,0.42,1961-06-15 01:00:00,1.745,-3.455,-1.09944444444444
1961-06-21 07:00:00,21,0.64,0.12,1961-06-22 04:00:00,3.645,-2.454,0.608409090909091
1961-06-25 19:00:00,1,0.16,0.16,1961-06-25 20:00:00,0.246,-1.155,-0.4545
1961-06-26 21:00:00,14,0.44,0.16,1961-06-27 11:00:00,3.143,-3.655,0.0111333333333333
1961-07-13 03:00:00,10,1.21,0.41,1961-07-13 13:00:00,2.244,-3.356,-0.546636363636364
1961-07-14 00:00:00,3,0.44,0.23,1961-07-14 03:00:00,2.946,1.043,2.27025
1961-07-15 06:00:00,17,0.75,0.35,1961-07-15 23:00:00,2.946,-2.956,-0.105611111111111
1961-07-16 16:00:00,3,0.25,0.18,1961-07-16 19:00:00,2.644,0.246,1.54525
1961-07-17 03:00:00,1,0.32,0.32,1961-07-17 04:00:00,3.143,2.444,2.7935
1961-07-24 15:00:00,7,1.39,0.95,1961-07-24 22:00:00,3.445,-2.956,-0.19325
1961-07-29 06:00:00,6,1.5,1.31,1961-07-29 12:00:00,1.043,-2.654,-0.683857142857143
1961-08-11 10:00:00,2,0.4,0.39,1961-08-11 12:00:00,1.243,-1.355,-0.022
1961-08-12 15:00:00,1,0.18,0.18,1961-08-12 16:00:00,2.244,1.243,1.7435
1961-08-20 15:00:00,18,1.45,0.38,1961-08-21 09:00:00,3.045,-2.956,0.350052631578947
1961-08-23 04:00:00,17,0.92,0.23,1961-08-23 21:00:00,2.346,-3.655,-0.616611111111111
1961-08-25 20:00:00,2,0.22,0.17,1961-08-25 22:00:00,0.144,-3.455,-1.656
1961-08-26 13:00:00,8,0.16,0.06,1961-08-26 21:00:00,3.143,-3.556,0.0553333333333333
1961-09-02 18:00:00,4,0.59,0.38,1961-09-02 22:00:00,3.045,1.444,2.2442
1961-09-14 12:00:00,8,0.56,0.2,1961-09-14 20:00:00,3.445,-1.457,1.48911111111111
1961-09-15 06:00:00,3,0.3,0.16,1961-09-15 09:00:00,1.644,-1.155,0.219
1961-09-20 17:00:00,16,0.95,0.14,1961-09-21 09:00:00,3.245,-2.854,0.274176470588235
1961-10-02 12:00:00,23,0.73,0.1,1961-10-03 11:00:00,2.444,-2.756,-0.197041666666667
1961-10-14 10:00:00,14,0.54,0.15,1961-10-15 00:00:00,NA,NA,NA
1961-10-21 06:00:00,8,0.44,0.09,1961-10-21 14:00:00,NA,NA,NA
1961-11-07 03:00:00,5,0.34,0.12,1961-11-07 08:00:00,0.446,-3.255,-1.67166666666667
1961-11-14 08:00:00,13,0.31,0.05,1961-11-14 21:00:00,2.746,-3.156,-0.0265
1961-11-16 16:00:00,10,0.44,0.14,1961-11-17 02:00:00,3.445,-1.056,1.30809090909091
1961-11-20 02:00:00,6,0.35,0.09,1961-11-20 08:00:00,0.344,-3.556,-1.78428571428571
1961-11-24 02:00:00,8,0.56,0.15,1961-11-24 10:00:00,3.445,-1.257,1.20033333333333
1961-12-09 21:00:00,19,0.38,0.1,1961-12-10 16:00:00,3.445,-3.855,-0.26045
1961-12-12 00:00:00,14,0.64,0.12,1961-12-12 14:00:00,2.146,-3.556,-0.409
1961-12-16 23:00:00,9,0.36,0.07,1961-12-17 08:00:00,1.644,-2.956,-0.5656
1961-12-18 02:00:00,11,0.82,0.17,1961-12-18 13:00:00,3.645,-2.756,0.63625
1961-12-23 17:00:00,5,0.33,0.11,1961-12-23 22:00:00,1.444,-3.156,-0.955166666666667
1961-12-28 06:00:00,9,0.18,0.1,1961-12-28 15:00:00,1.745,-3.054,-0.7047
1962-01-06 02:00:00,24,2.08,0.46,1962-01-07 02:00:00,3.645,-3.556,0.41252
1962-01-15 15:00:00,2,0.53,0.33,1962-01-15 17:00:00,-1.155,-1.657,-1.32233333333333
1962-01-26 13:00:00,6,0.17,0.06,1962-01-26 19:00:00,2.746,-1.955,1.102
1962-02-09 13:00:00,11,0.43,0.08,1962-02-10 00:00:00,2.844,-2.854,0.127666666666667
1962-02-14 02:00:00,5,0.42,0.12,1962-02-14 07:00:00,0.945,-3.054,-1.30533333333333
1962-02-19 05:00:00,7,0.52,0.12,1962-02-19 12:00:00,1.545,-3.455,-1.330375
1962-02-21 12:00:00,16,0.34,0.08,1962-02-22 04:00:00,2.444,-3.356,0.0857058823529412
1962-02-24 03:00:00,6,0.33,0.14,1962-02-24 09:00:00,3.045,-0.456,1.60185714285714
1962-02-26 06:00:00,10,0.85,0.23,1962-02-26 16:00:00,3.143,-2.254,0.389727272727273
1962-02-27 11:00:00,10,0.33,0.09,1962-02-27 21:00:00,2.546,-2.054,0.417545454545455
1962-02-28 05:00:00,7,0.13,0.03,1962-02-28 12:00:00,3.543,0.246,2.14475
1962-03-06 02:00:00,20,0.74,0.11,1962-03-06 22:00:00,5.144,-1.955,1.32080952380952
1962-03-11 22:00:00,14,1.63,0.3,1962-03-12 12:00:00,4.144,-2.254,1.17806666666667
1962-03-21 07:00:00,13,1.14,0.24,1962-03-21 20:00:00,3.743,-2.454,0.751714285714286
1962-03-31 20:00:00,19,1.45,0.27,1962-04-01 15:00:00,3.944,-2.654,1.02445
1962-04-07 08:00:00,5,0.43,0.12,1962-04-07 13:00:00,0.945,-3.054,-1.28816666666667
1962-04-07 20:00:00,9,0.8,0.51,1962-04-08 05:00:00,3.845,-2.454,0.7745
1962-04-11 09:00:00,8,0.22,0.08,1962-04-11 17:00:00,0.745,-3.556,-1.29988888888889
1962-04-12 15:00:00,12,0.71,0.11,1962-04-13 03:00:00,2.746,-2.956,0.190384615384615
1962-04-30 02:00:00,1,0.13,0.13,1962-04-30 03:00:00,-1.355,-2.356,-1.8555
1962-05-02 16:00:00,7,0.12,0.05,1962-05-02 23:00:00,3.045,-2.654,-0.129875
1962-05-11 09:00:00,4,0.15,0.08,1962-05-11 13:00:00,1.444,-2.356,-0.4758
1962-05-23 21:00:00,10,1.47,0.59,1962-05-24 07:00:00,3.645,-2.654,0.844636363636364
1962-06-05 20:00:00,3,0.22,0.15,1962-06-05 23:00:00,-0.856,-2.654,-1.98075
1962-06-12 00:00:00,13,1.65,0.62,1962-06-12 13:00:00,2.146,-3.255,-0.362571428571429
1962-06-12 20:00:00,12,1.68,0.45,1962-06-13 08:00:00,2.444,-2.756,0.105692307692308
1962-06-20 10:00:00,10,0.1,0.04,1962-06-20 20:00:00,2.346,-3.156,-0.0282727272727273
1962-06-23 19:00:00,5,1.01,0.75,1962-06-24 00:00:00,2.746,-1.955,0.361
1962-06-24 14:00:00,3,2.61,2.07,1962-06-24 17:00:00,1.844,-3.054,-0.3805
1962-07-18 12:00:00,7,0.58,0.25,1962-07-18 19:00:00,2.844,-1.056,1.244625
1962-07-22 16:00:00,1,0.45,0.45,1962-07-22 17:00:00,2.644,1.745,2.1945
1962-07-23 06:00:00,4,0.47,0.42,1962-07-23 10:00:00,3.245,-0.354,1.5848
1962-07-23 21:00:00,2,0.1,0.07,1962-07-23 23:00:00,1.545,-0.554,0.445
1962-07-29 16:00:00,15,0.56,0.18,1962-07-30 07:00:00,3.245,-3.855,-0.4241875
1962-08-06 15:00:00,1,0.17,0.17,1962-08-06 16:00:00,1.844,0.745,1.2945
1962-08-07 13:00:00,6,1.4,0.97,1962-08-07 19:00:00,3.143,-2.454,1.04471428571429
1962-08-09 02:00:00,3,0.52,0.33,1962-08-09 05:00:00,0.843,-2.556,-0.8055
1962-08-09 13:00:00,4,1.69,1.45,1962-08-09 17:00:00,1.345,-2.756,-0.9352
1962-08-17 00:00:00,2,0.21,0.2,1962-08-17 02:00:00,4.144,1.946,3.07766666666667
1962-08-20 21:00:00,1,0.15,0.15,1962-08-20 22:00:00,-0.056,-1.155,-0.6055
1962-08-21 09:00:00,8,0.18,0.09,1962-08-21 17:00:00,2.146,-3.757,-1.01122222222222
1962-08-27 22:00:00,8,2.17,0.73,1962-08-28 06:00:00,3.944,-1.155,1.84422222222222
1962-09-02 12:00:00,12,0.12,0.04,1962-09-03 00:00:00,2.546,-2.854,0.106769230769231
1962-09-04 23:00:00,15,0.28,0.11,1962-09-05 14:00:00,3.245,-2.156,0.3821875
1962-09-17 05:00:00,12,0.77,0.21,1962-09-17 17:00:00,4.344,-2.956,0.898538461538462
1962-09-26 21:00:00,34,1.51,0.19,1962-09-28 07:00:00,3.645,-2.654,0.721828571428571
1962-10-04 15:00:00,13,0.26,0.12,1962-10-05 04:00:00,3.045,-1.955,0.544428571428571
1962-10-09 05:00:00,4,0.17,0.12,1962-10-09 09:00:00,2.746,-1.857,0.8044
1962-10-25 18:00:00,11,0.29,0.12,1962-10-26 05:00:00,2.844,-2.956,0.069
1962-10-30 14:00:00,6,0.1,0.04,1962-10-30 20:00:00,3.143,-1.657,1.12985714285714
1962-11-03 07:00:00,11,1.35,0.24,1962-11-03 18:00:00,3.944,-2.454,0.377583333333333
1962-11-09 17:00:00,13,1.07,0.32,1962-11-10 06:00:00,3.645,-3.054,0.523642857142857
1962-11-18 08:00:00,13,0.97,0.14,1962-11-18 21:00:00,3.245,-2.356,0.723428571428572
1962-11-21 19:00:00,18,1.12,0.24,1962-11-22 13:00:00,3.445,-2.454,1.01347368421053
1962-12-06 09:00:00,10,0.94,0.3,1962-12-06 19:00:00,4.544,-0.056,2.02645454545455
1962-12-09 16:00:00,6,0.11,0.04,1962-12-09 22:00:00,1.844,-2.556,-0.698428571428571
1962-12-21 15:00:00,21,0.47,0.12,1962-12-22 12:00:00,3.343,-3.054,0.281272727272727
1962-12-25 09:00:00,16,0.17,0.02,1962-12-26 01:00:00,2.444,-3.655,-0.191117647058824
1962-12-29 12:00:00,10,0.36,0.08,1962-12-29 22:00:00,3.343,-2.356,0.835090909090909
1963-01-12 06:00:00,6,0.58,0.27,1963-01-12 12:00:00,0.144,-3.356,-1.47042857142857
1963-01-13 07:00:00,8,0.18,0.07,1963-01-13 15:00:00,3.343,-2.556,-0.177222222222222
1963-01-19 22:00:00,9,0.44,0.1,1963-01-20 07:00:00,1.844,-3.054,-0.7049
1963-01-23 16:00:00,8,0.12,0.04,1963-01-24 00:00:00,1.844,-3.356,-1.023
1963-01-26 20:00:00,9,0.82,0.17,1963-01-27 05:00:00,2.546,-3.655,-0.2754
1963-02-02 06:00:00,20,0.23,0.04,1963-02-03 02:00:00,3.045,-2.854,0.525761904761905
1963-02-11 12:00:00,30,0.95,0.2,1963-02-12 18:00:00,3.045,-3.655,0.00935483870967741
1963-02-19 11:00:00,12,0.77,0.12,1963-02-19 23:00:00,2.546,-3.655,-0.324307692307692
1963-02-24 12:00:00,6,0.16,0.06,1963-02-24 18:00:00,2.346,-1.155,0.830428571428571
1963-03-01 13:00:00,13,0.31,0.09,1963-03-02 02:00:00,1.946,-4.157,-0.941071428571429
1963-03-04 16:00:00,19,0.51,0.12,1963-03-05 11:00:00,2.844,-3.655,-0.44065
1963-03-06 03:00:00,11,1.07,0.21,1963-03-06 14:00:00,4.144,-2.356,1.19441666666667
1963-03-11 18:00:00,12,0.6,0.13,1963-03-12 06:00:00,3.045,-3.356,0.0676923076923077
1963-03-16 18:00:00,14,0.57,0.14,1963-03-17 08:00:00,3.245,-2.356,0.744333333333333
1963-03-19 23:00:00,7,0.58,0.2,1963-03-20 06:00:00,2.244,-1.555,0.182625
1963-03-26 20:00:00,4,0.3,0.14,1963-03-27 00:00:00,1.545,-2.756,-1.0952
1963-04-09 03:00:00,5,0.13,0.06,1963-04-09 08:00:00,2.746,-2.454,0.0946666666666666
1963-04-23 01:00:00,4,0.1,0.03,1963-04-23 05:00:00,3.143,-0.955,1.1646
1963-04-29 23:00:00,10,0.29,0.06,1963-04-30 09:00:00,3.944,-1.955,1.12663636363636
1963-04-30 19:00:00,4,0.46,0.25,1963-04-30 23:00:00,2.444,-0.056,1.3642
1963-05-10 22:00:00,2,0.13,0.1,1963-05-11 00:00:00,0.843,-2.356,-0.656333333333333
1963-05-17 22:00:00,13,0.39,0.14,1963-05-18 11:00:00,4.744,-2.156,1.42264285714286
1963-05-26 10:00:00,4,0.12,0.08,1963-05-26 14:00:00,0.046,-3.757,-2.1956
